Year,Genre encoded,Votes encoded,Director encoded,Actor 1 encoded,Actor 2 encoded,Actor 3 encoded,Predicted_Rating
2017,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2003,5.7,5.3,3.3,3.3,4.4,3.3,3.3
2019,5.9,5.8,5.8,5.8,5.8,6.2,5.8
1947,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1976,5.5,5.4,5.6,5.9,6.2,6.2,6.9
1943,6.0,5.8,5.9,5.8,5.9,5.8,5.800000000000004
2001,5.6,5.7,5.1,4.2,5.7,5.4,4.5
1953,5.7,5.7,6.5,6.4,6.0,6.0,6.2
1986,5.5,5.8,6.1,5.2,5.3,5.4,5.3
1940,5.4,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1983,5.9,7.8,6.7,6.0,6.5,5.6,7.8
2015,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
1954,6.0,5.8,5.8,5.9,5.9,5.7,5.800000000000003
2008,6.4,6.6,7.4,5.9,5.9,5.9,7.6
1969,5.6,5.8,5.8,6.1,5.8,6.0,5.8
1972,6.0,5.8,5.8,5.8,5.8,5.7,5.8
2002,5.6,5.8,5.8,6.2,6.2,5.9,5.8
1982,5.6,5.7,6.1,5.9,6.2,6.3,5.599999999999999
1993,5.6,5.6,5.3,5.3,5.8,5.2,5.3
1983,5.7,5.4,5.9,5.5,5.9,6.0,4.0
2005,6.1,4.5,5.9,5.8,5.5,5.1,4.4
1950,6.0,5.8,6.5,6.0,6.1,6.2,6.4
2003,5.4,5.8,5.8,6.1,5.6,5.3,5.8
1976,5.7,5.7,6.4,6.3,6.2,6.4,7.0
2018,6.0,5.8,5.5,6.2,5.8,5.0,3.4
1995,5.8,5.8,4.7,5.6,3.5,3.5,3.5
2009,4.6,5.1,6.0,5.0,5.7,5.3,4.9
1932,6.0,5.8,5.7,5.8,5.8,5.8,5.799999999999836
2002,5.6,5.4,4.2,5.0,5.3,4.7,4.4
1982,6.0,5.8,5.8,5.8,6.2,5.1,5.8
2015,5.8,6.1,6.4,5.1,5.8,5.5,5.3
2003,5.4,5.6,5.7,5.0,5.8,4.2,5.2
1984,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2015,5.9,7.6,7.5,6.0,6.4,6.3,7.5
1957,6.1,5.6,6.4,6.0,6.8,6.3,5.8
1993,5.7,5.2,4.4,4.6,5.8,4.7,4.3
1984,6.1,5.9,6.3,6.4,6.0,5.8,5.9
1991,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2019,6.0,6.0,5.3,5.3,5.0,6.2,5.4
1940,6.0,5.8,6.2,6.5,5.9,5.9,5.8
2019,5.9,5.8,5.8,5.8,6.7,5.8,5.799999999999999
2017,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2001,5.6,5.8,4.9,4.7,5.5,5.8,5.8
2020,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1955,6.1,6.5,6.6,6.8,5.9,6.5,7.2
1943,6.0,5.9,6.1,7.7,6.0,6.0,7.3
1993,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2015,5.7,5.4,6.2,7.7,5.5,7.7,7.3
2017,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1943,6.0,5.8,6.1,5.8,5.8,6.1,5.800000000000003
2001,5.7,5.8,5.8,5.5,5.8,5.2,5.8
1979,5.6,5.8,5.6,5.9,5.9,5.9,5.799999999999836
1981,6.0,5.7,6.4,6.4,6.2,6.0,6.2
2017,5.9,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2011,6.0,5.8,5.8,5.2,5.5,5.3,5.8
1955,5.8,5.8,6.2,5.9,6.2,6.4,6.6
1977,5.7,5.5,6.0,6.8,6.3,6.4,5.9
2021,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2018,5.3,4.8,3.1,5.1,5.2,3.3,3.3
1945,6.5,5.7,6.1,5.9,5.9,5.9,6.7
2021,5.5,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1968,6.0,5.8,6.1,6.0,6.4,6.4,5.8
2015,5.7,5.8,6.6,5.8,5.8,5.8,5.800000000000004
2012,6.0,5.8,6.1,4.3,5.8,5.2,4.6
1978,6.4,5.8,6.2,5.9,5.9,5.9,5.800000000000007
1934,6.0,5.8,5.9,5.9,5.9,5.9,5.8
1966,5.6,5.8,5.8,5.9,5.8,5.9,5.799999999999836
1959,6.0,5.8,6.2,6.4,6.2,6.0,5.8
1954,6.0,5.8,6.0,6.0,5.8,5.8,5.8000000000000025
2015,6.3,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1986,6.0,6.2,6.2,6.3,6.9,5.5,6.2
1962,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1938,6.0,5.7,6.8,6.8,6.2,5.2,6.8
1934,6.0,5.7,6.1,6.4,6.6,6.0,7.1
1947,6.0,5.8,6.0,7.0,7.7,7.7,7.9
1988,5.9,6.3,7.1,5.6,6.2,6.6,7.2
2001,5.6,5.8,5.8,5.8,5.2,5.8,5.799999999999836
2001,6.0,5.7,5.4,6.2,5.3,5.4,5.8
1959,5.6,5.8,5.8,5.9,5.8,5.9,5.799999999999836
2011,5.9,4.6,4.1,5.1,4.4,4.6,3.2
2012,6.4,7.6,7.0,5.7,8.1,7.6,7.6
2006,6.0,5.8,5.7,5.8,5.8,5.2,5.8
2002,6.0,5.8,5.8,5.8,5.4,5.9,5.799999999999836
1975,6.4,5.8,5.8,4.8,6.1,5.9,5.8
1994,5.7,7.8,5.5,6.6,7.4,5.8,7.8
1966,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1937,6.0,5.8,5.8,5.8,5.9,5.6,5.8
1934,6.0,5.8,5.9,5.8,5.9,5.9,5.8
1961,5.7,5.8,5.9,5.8,5.8,5.8,5.8
1981,5.4,6.2,6.4,6.2,5.8,5.7,6.4
1980,6.4,5.7,5.8,5.3,5.6,5.8,4.7
1986,5.6,5.8,5.8,5.8,5.7,5.9,5.799999999999836
2018,6.0,5.8,5.8,5.8,5.8,6.1,5.8
1977,6.0,5.8,5.8,6.0,5.9,5.9,5.799999999999836
1981,5.1,5.8,5.4,5.7,6.0,5.4,5.8
2021,5.8,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1957,6.0,5.8,5.8,5.8,6.1,5.9,5.800000000000006
2009,6.0,5.8,5.6,6.2,5.3,5.7,3.4
2019,6.0,5.8,5.3,5.8,5.9,5.9,5.8000000000000025
2007,6.0,6.0,6.2,6.9,6.9,6.8,8.0
1977,6.0,5.8,5.8,6.3,5.8,5.7,5.8
1932,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2007,5.3,6.3,6.2,6.3,5.3,6.1,6.200000000000001
1994,5.7,5.7,4.8,2.0,2.0,2.0,2.1
2012,6.0,5.7,5.0,4.8,4.8,4.8,4.8
1957,6.0,6.1,6.2,6.2,6.3,5.8,6.9
1991,5.4,5.8,5.7,5.4,5.5,5.0,4.2
2005,5.0,5.3,3.1,3.1,3.1,4.5,3.2
2002,6.1,6.0,5.5,5.5,5.5,5.7,5.5
1970,5.6,5.8,5.8,6.0,6.0,5.9,5.8
1992,5.7,4.3,5.4,5.9,5.1,5.1,4.3
1989,6.4,7.3,6.0,5.3,6.2,6.1,7.299999999999999
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1994,5.5,5.8,4.2,4.8,5.3,4.7,4.2
2010,5.4,5.0,5.4,5.6,5.1,5.7,5.3
1990,5.1,5.1,5.4,5.7,5.1,4.9,5.4
2021,4.6,5.8,6.2,5.8,6.8,5.8,5.8
1958,6.0,5.8,5.8,5.9,6.1,5.9,5.800000000000006
2014,5.9,5.1,5.1,4.6,3.3,5.4,3.3
1979,6.0,6.3,6.8,6.8,6.1,5.9,6.4
2017,5.9,5.2,5.6,6.0,5.9,6.4,5.0
2015,6.9,5.7,7.7,5.9,5.9,5.9,7.7
2019,5.6,5.8,5.8,5.3,5.8,5.8,5.800000000000006
1935,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1958,6.2,5.4,5.9,5.9,5.9,6.1,6.5
1979,5.5,6.0,5.8,6.3,6.2,6.4,5.5
1937,6.0,5.8,6.0,5.9,5.9,5.9,5.800000000000004
2018,5.6,7.4,6.4,5.3,5.6,6.6,7.4
2021,6.2,5.8,5.8,5.7,5.1,6.1,5.8
1996,6.0,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1956,5.6,5.8,5.8,5.6,5.8,5.8,5.800000000000006
1989,5.6,5.7,5.2,5.0,5.3,5.4,6.9
1980,5.6,5.7,7.2,5.4,6.2,6.2,6.8
1991,5.6,6.5,4.8,5.3,4.5,6.0,7.3
2014,6.2,7.6,6.8,5.9,6.4,7.6,7.6
2005,6.0,6.2,6.6,7.0,5.8,6.6,6.7
1958,5.9,5.5,6.4,6.1,6.3,5.9,6.3
1976,6.0,5.7,6.0,5.9,6.2,6.4,6.1
1989,5.5,5.4,4.9,5.3,5.1,5.4,5.7
1978,6.0,5.8,5.7,5.6,5.9,5.9,5.8
2002,5.6,5.4,5.7,5.0,5.5,5.3,5.6
1982,5.7,5.8,5.8,6.1,5.7,5.8,5.8
2017,5.9,5.6,2.5,4.4,4.9,4.9,2.6
2004,5.7,6.7,5.2,5.3,5.7,5.3,6.7
2016,6.4,5.8,7.3,5.8,5.8,5.9,5.8
1961,6.0,5.8,6.1,5.9,5.9,5.9,5.800000000000007
1981,5.9,5.9,6.4,6.3,5.9,6.0,7.0
2022,5.9,5.8,6.5,6.0,5.8,5.8,5.8
1973,5.4,5.7,5.5,5.9,5.4,5.0,6.1
1988,5.5,6.1,5.3,5.3,5.3,6.2,4.5
1999,5.7,5.8,5.3,5.9,5.9,5.9,5.8000000000000025
2003,4.9,5.6,4.4,2.4,2.4,4.1,2.4
1974,5.7,5.8,6.0,5.4,6.0,5.7,5.8
1981,5.7,5.3,6.4,6.6,5.8,7.0,6.9
1985,5.5,6.2,5.2,5.2,5.7,6.0,5.0
1996,6.0,5.8,4.8,5.8,5.8,5.9,5.8000000000000025
1976,5.4,5.4,5.5,5.4,5.6,5.6,4.6
1997,5.9,6.4,5.3,5.9,4.6,5.7,4.9
1992,5.4,6.0,5.9,6.0,5.9,5.2,5.3
1964,5.6,5.5,5.9,6.2,6.3,6.0,5.5
1994,5.6,5.7,3.9,5.3,5.1,5.3,3.1
2017,7.3,5.8,5.8,5.8,5.8,5.8,5.8
1962,6.1,5.7,7.2,5.7,6.4,6.2,6.0
1999,5.7,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1992,5.6,5.7,5.8,5.7,6.5,5.2,3.8
1977,6.0,6.3,6.6,6.7,6.2,6.6,6.5
1983,5.6,5.8,5.8,5.8,5.1,5.9,5.8000000000000025
1987,6.0,5.8,5.8,5.8,5.8,6.0,5.799999999999836
2015,5.8,5.4,4.0,4.0,4.0,4.0,4.0
1959,6.0,5.8,5.8,5.9,6.0,6.0,5.800000000000006
1958,6.0,5.8,5.8,6.0,5.8,6.0,5.799999999999836
1949,6.0,5.8,6.0,6.1,5.8,6.8,5.800000000000001
1952,6.6,5.7,6.0,6.0,6.8,6.4,6.6
2020,5.6,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2000,6.6,6.9,6.0,6.3,3.9,5.5,5.8
1949,6.0,5.8,5.7,5.8,5.8,5.8,5.799999999999836
1942,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2019,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
2002,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1949,6.0,5.8,6.5,5.9,5.8,6.2,5.800000000000004
2010,6.1,5.8,6.2,5.8,5.8,5.8,5.8
2017,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1999,5.4,5.8,5.6,5.8,5.8,5.8,5.799999999999836
1963,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1948,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
2003,5.6,5.7,3.1,4.5,5.2,3.1,3.1
1978,5.7,5.4,5.9,5.3,5.2,6.0,5.3
1987,6.0,5.8,5.9,5.5,5.8,5.8,5.799999999999999
1994,5.6,5.8,4.9,5.2,5.4,5.4,4.6
1988,5.3,6.1,5.8,5.3,5.5,5.3,4.9
2020,5.7,5.7,5.0,2.5,2.5,2.5,2.6
1991,5.7,5.8,5.8,5.5,5.8,6.2,5.800000000000006
1975,6.0,5.7,6.4,5.6,6.3,6.3,6.3
1945,6.0,5.8,5.7,5.8,5.8,5.8,5.799999999999836
2002,6.0,4.3,5.6,2.9,5.1,4.4,4.2
2003,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1962,5.7,6.0,5.7,5.9,6.4,6.3,6.6
2021,5.9,5.8,5.8,5.8,5.9,5.9,5.799999999999836
2000,6.0,6.0,5.9,5.7,6.4,5.5,6.1
2005,6.4,8.6,8.6,6.0,6.2,7.1,8.5
2005,5.7,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1990,5.0,5.8,5.8,5.8,5.8,6.1,5.800000000000004
1988,5.7,5.8,6.2,6.4,3.9,3.9,4.7
1989,5.6,5.6,4.9,5.6,5.4,5.5,6.3
1938,5.9,5.8,6.0,5.8,5.8,5.7,5.8
2014,6.1,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1986,5.6,5.8,6.2,5.9,5.8,5.4,5.8
1996,5.7,5.9,7.7,7.0,7.0,5.6,7.7
2009,6.3,5.8,5.3,5.8,5.8,5.8,5.8000000000000025
1989,5.7,5.8,5.7,5.4,5.9,5.9,5.8
2003,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2017,6.0,5.7,6.8,5.8,6.8,6.8,6.8
2014,6.0,5.8,4.9,5.8,5.9,5.9,5.8000000000000025
1971,5.8,5.8,5.6,5.8,5.8,5.8,5.799999999999836
2006,5.9,6.1,4.5,5.4,4.5,5.7,5.8
2008,5.9,5.4,4.3,5.1,5.4,4.3,4.4
1993,5.6,5.4,5.9,5.4,5.6,6.2,6.2
1936,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2004,5.8,5.8,5.5,5.6,5.0,5.3,5.4
2012,5.8,6.0,6.0,6.0,5.6,6.1,6.2
1995,5.6,5.8,4.8,5.7,5.1,5.9,6.5
2016,5.3,4.4,4.8,5.4,5.8,4.7,4.9
1943,6.0,5.8,4.9,5.9,5.9,5.9,5.8000000000000025
2017,5.6,5.1,5.1,6.0,6.4,6.7,3.9
1994,5.6,4.4,4.9,4.8,5.7,5.7,4.7
1972,5.9,5.6,5.7,6.0,6.2,6.0,5.5
1932,6.0,5.8,5.7,5.8,5.8,5.9,5.799999999999836
1987,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1951,6.0,5.8,6.0,5.9,6.2,5.9,5.800000000000004
2005,5.4,5.8,5.9,5.9,5.9,5.9,5.8
1995,5.7,5.8,5.1,6.0,5.4,5.8,5.8000000000000025
1963,5.8,6.0,6.6,6.4,5.9,5.9,6.1
1965,5.9,6.2,6.8,6.3,6.8,6.8,6.9
1963,5.8,5.8,5.9,6.1,6.3,6.1,5.8
2000,5.7,6.0,5.7,5.9,5.6,5.6,5.7
1981,5.6,5.8,5.8,5.8,5.3,5.6,5.8
1968,6.0,5.7,7.0,6.8,6.6,5.8,7.6
1988,5.3,6.2,5.2,5.0,5.0,5.9,4.5
2019,5.8,5.8,7.0,6.8,5.8,5.4,7.3
1981,5.2,6.2,6.9,6.4,6.4,6.1,6.5
2016,5.1,4.4,2.8,4.3,4.3,2.8,3.3
2021,6.2,6.0,9.3,9.3,9.3,9.3,9.3
2014,5.6,6.0,5.9,5.5,5.9,5.1,5.5
1956,6.0,5.8,5.8,5.8,5.8,5.7,5.799999999999998
2018,6.1,5.8,6.8,5.5,6.2,5.8,5.8
2003,5.6,5.8,5.8,5.9,5.8,5.3,5.800000000000003
2007,5.5,6.7,5.3,6.6,6.1,6.2,7.0
1997,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1985,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1994,6.1,6.2,5.1,5.9,5.4,5.8,5.8000000000000025
1992,5.9,6.0,5.9,5.9,4.7,5.6,5.7
1951,6.0,5.7,6.3,7.3,7.5,7.3,7.4
1955,6.0,5.8,5.8,5.8,6.1,6.4,5.800000000000006
2012,6.0,5.8,5.6,5.8,6.1,5.8,5.8
1974,6.0,5.8,5.5,5.8,5.8,6.3,5.8
1978,6.0,5.8,5.5,6.2,5.7,5.8,4.9
1947,6.2,5.7,6.1,6.4,6.2,7.5,7.6
2001,5.8,6.7,6.7,7.1,4.8,6.7,6.6
2011,6.6,6.4,4.9,5.9,5.3,6.3,5.4
1991,6.0,5.6,6.0,6.4,6.3,6.1,5.9
1999,5.6,5.8,5.8,5.1,5.4,5.4,5.8
2019,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1983,6.1,6.1,5.7,6.4,6.7,5.7,6.2
1992,5.6,5.8,5.8,6.1,5.8,5.9,5.8
1990,5.6,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1981,6.0,6.6,7.0,6.0,6.7,6.6,7.4
1950,6.0,5.8,5.9,5.6,6.2,5.8,5.800000000000004
2012,5.5,5.2,7.2,5.2,5.8,6.2,4.8
2004,6.0,5.8,5.8,5.8,5.7,5.8,5.799999999999836
2015,6.0,5.9,6.5,7.5,7.5,7.5,7.5
2013,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2016,6.1,5.9,5.3,5.1,6.3,6.3,4.8
1960,5.5,5.4,5.9,5.9,6.0,6.1,4.1
1945,6.2,5.8,6.0,6.2,6.2,5.9,6.2
2000,5.4,5.8,5.8,5.0,4.9,5.7,3.4
2021,5.8,5.8,6.3,5.8,5.8,6.1,5.800000000000004
2010,5.7,5.5,4.4,5.5,6.1,5.1,4.1
1940,6.0,5.8,6.3,5.8,5.8,5.9,5.800000000000003
1970,6.4,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2021,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1967,5.9,6.3,6.8,6.4,6.6,6.5,6.9
1944,5.8,5.8,6.1,5.8,5.8,5.9,5.800000000000004
1961,5.6,5.8,6.0,5.7,5.7,6.2,5.8
1937,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2018,6.0,5.6,7.2,6.5,6.8,8.6,8.1
1957,6.1,5.9,6.6,5.9,6.0,6.1,6.6
1937,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2010,5.6,5.8,3.5,3.4,3.4,5.0,3.4
1937,6.0,5.8,6.1,5.8,5.8,6.3,5.800000000000004
2002,5.5,5.8,5.8,5.6,5.8,5.8,5.800000000000006
1938,6.0,5.8,5.8,6.0,5.9,5.9,5.799999999999836
2019,5.8,6.0,7.6,8.8,8.8,7.1,8.8
1937,6.0,5.8,6.2,5.8,5.8,5.9,5.800000000000004
1974,5.4,6.2,5.4,5.7,6.4,6.6,7.0
2020,5.7,6.0,2.7,2.7,5.4,2.7,3.0
2014,6.0,5.8,6.6,6.6,5.9,5.9,6.6
2004,5.6,8.5,7.3,6.6,8.5,6.6,8.4
1962,6.1,5.7,4.0,6.0,6.3,5.8,6.3
2019,5.8,5.7,5.9,6.4,6.4,6.9,6.9
1966,6.2,5.7,5.8,6.7,6.4,6.1,6.7
1989,5.7,5.8,5.6,6.8,5.1,5.5,5.7
1975,5.6,5.8,5.9,5.9,5.9,5.9,5.800000000000005
1985,5.6,5.8,4.7,5.3,5.2,5.9,5.1
1973,6.1,6.0,6.2,6.1,6.1,6.0,5.8
1989,5.7,5.8,5.9,6.0,5.3,5.3,5.800000000000003
2018,5.8,5.7,5.7,5.7,5.7,5.7,5.7
2004,6.3,7.8,7.0,6.6,5.5,6.1,7.8
1988,5.6,5.9,6.0,4.1,5.4,5.7,4.6
1947,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1932,6.0,5.8,6.1,5.9,5.9,5.9,5.800000000000004
1946,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2016,5.7,5.6,5.0,5.8,5.5,5.3,5.0
2018,6.0,5.6,6.1,5.6,5.6,5.5,5.6
1970,6.0,5.8,6.2,5.9,5.9,5.9,5.800000000000007
2001,5.6,5.5,4.8,5.3,5.2,5.4,4.1
2009,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2001,5.6,5.6,5.3,5.7,5.1,5.0,4.9
2013,5.5,5.9,4.9,4.4,4.8,5.6,4.3
1965,6.1,5.7,6.0,5.7,5.9,5.9,3.2
1938,6.0,5.6,6.0,6.9,6.5,7.4,6.9
2002,6.4,3.7,4.8,5.5,4.8,4.5,4.2
1966,5.7,5.9,7.1,6.1,6.3,6.7,6.8
2013,5.7,4.9,5.2,6.1,3.8,5.1,4.5
1981,6.3,5.8,6.1,6.6,6.0,6.0,5.8
2018,5.5,4.3,4.7,5.0,5.5,5.2,5.0
1937,6.0,6.0,6.4,5.8,5.9,7.1,6.4
1997,5.5,5.8,4.1,5.3,5.0,4.5,5.8
1990,6.0,5.8,5.8,6.6,6.3,6.1,5.8
1972,5.7,5.8,5.8,6.4,6.0,5.7,5.8
1962,5.8,5.6,6.2,6.0,6.2,6.2,6.5
2017,6.0,5.6,5.8,5.8,5.8,5.8,5.8
2020,6.1,6.1,5.9,6.5,6.5,6.5,6.6
2001,5.7,8.1,7.6,6.9,5.8,5.7,8.1
1948,6.0,5.8,6.0,5.8,6.2,6.3,5.800000000000004
1983,5.9,5.9,4.8,5.2,5.6,6.1,6.1
2007,6.1,6.1,5.8,5.8,5.8,5.4,5.5
1996,5.5,6.1,4.0,3.9,5.9,5.3,3.9
2021,6.0,5.8,5.1,5.8,5.9,5.9,5.8000000000000025
2009,6.0,5.8,5.8,5.9,5.8,5.8,5.799999999999836
1957,5.8,5.9,6.3,6.5,6.2,6.0,5.7
1936,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1984,5.5,5.8,5.2,5.6,5.1,5.6,4.3
1988,6.0,5.8,6.2,6.2,5.8,5.8,5.799999999999998
1947,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
2004,6.2,6.4,6.5,6.7,6.7,5.2,5.8
1946,6.0,5.8,5.8,5.8,5.8,6.6,5.8
1937,6.0,5.8,6.0,5.8,5.9,5.9,5.800000000000004
2000,5.8,5.8,6.5,6.3,5.8,5.9,6.5
2006,5.5,3.3,3.3,5.0,5.2,3.3,3.3
1975,6.1,5.6,6.1,6.8,6.2,5.4,4.6
2017,5.6,4.8,5.8,5.8,5.9,2.7,4.6
1988,5.5,5.8,5.5,5.5,5.5,5.4,5.8
1987,5.7,6.0,5.2,5.7,5.7,6.0,5.3
1992,5.6,5.7,5.2,5.3,5.9,3.0,2.9
1956,5.6,5.8,5.5,5.8,5.6,5.9,5.799999999999836
1957,5.9,5.6,6.5,5.9,6.5,6.2,5.8
2004,4.8,3.7,5.9,5.2,5.0,5.5,4.8
1924,6.0,5.8,5.9,5.9,5.9,5.9,5.8
1985,5.7,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1976,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1966,6.1,6.1,6.2,6.3,6.4,6.4,6.5
2005,6.0,5.7,5.9,5.9,5.9,5.8,6.9
1996,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2010,5.6,5.9,5.0,5.2,4.6,4.6,4.2
1960,5.7,6.1,6.6,6.1,6.8,6.1,6.4
2005,5.5,5.3,4.8,5.8,5.7,5.7,5.2
1941,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1971,6.1,5.8,6.0,5.8,5.8,5.7,5.8
1995,5.8,5.8,4.6,5.6,5.3,5.4,6.0
1981,5.6,5.8,5.4,5.7,5.9,5.4,5.8
1957,6.0,5.8,6.1,5.9,5.7,6.6,5.8
1973,5.9,5.7,6.0,6.3,6.1,6.4,6.2
2005,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2001,7.2,5.0,6.2,4.8,5.8,5.5,5.1
2001,5.6,5.8,5.6,5.0,5.5,5.3,5.8
1983,5.8,5.8,7.0,5.4,6.2,5.3,7.4
1959,6.0,6.0,6.0,6.5,6.3,6.1,6.8
2019,5.7,5.8,5.8,5.9,5.8,5.8,5.799999999999836
2006,6.0,5.4,6.5,6.5,5.9,6.2,6.5
1943,6.0,5.8,6.1,5.9,5.8,5.8,5.800000000000003
1986,6.0,7.5,5.4,6.3,6.1,5.1,7.4
1935,5.6,5.4,5.4,5.8,5.9,5.7,5.0
2017,6.0,5.1,5.6,5.9,5.1,5.1,5.2
1998,5.3,5.3,5.8,6.0,5.2,5.1,6.0
2017,6.0,5.8,5.8,5.8,5.8,5.7,5.8
2020,5.7,5.9,7.9,7.9,6.9,7.9,7.9
1998,5.6,5.8,5.9,6.1,5.8,5.1,5.799999999999998
1959,6.1,5.8,6.4,5.9,6.2,6.2,5.8
2000,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
1935,6.0,5.8,5.8,5.8,5.8,5.9,5.799999999999836
1999,5.7,5.8,5.8,6.0,5.8,5.4,5.800000000000003
1991,5.7,5.8,5.9,5.9,5.9,5.9,5.799999999999973
2017,5.7,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1933,6.0,5.8,5.8,5.8,5.9,5.9,5.799999999999836
1965,5.6,5.8,5.8,5.8,6.0,6.0,5.800000000000003
1986,5.9,6.8,6.6,6.7,6.5,6.4,7.2
1950,6.0,5.5,6.6,5.9,5.9,6.2,6.6
1940,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1990,5.7,6.7,5.3,6.9,5.8,6.2,6.0
2018,5.6,5.9,6.9,6.8,6.6,6.8,6.8
1968,6.0,5.7,5.8,5.9,6.0,6.1,6.2
2019,5.8,5.8,5.8,6.1,6.0,6.1,5.8
2010,5.9,7.4,6.6,7.4,5.9,6.4,7.4
2015,6.5,5.5,5.5,5.5,5.3,5.5,5.6
2007,6.4,6.6,8.9,5.9,5.9,5.9,8.9
1984,5.6,6.4,6.6,7.5,7.5,6.1,7.5
1931,6.0,5.8,5.7,5.9,5.9,5.9,5.799999999999836
2016,5.8,5.8,6.0,6.2,6.2,5.9,6.2
2021,6.0,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2004,5.6,7.8,7.8,6.3,6.6,6.3,7.8
1955,5.6,5.8,5.5,5.8,5.6,5.8,5.799999999999836
1988,6.0,5.8,5.7,5.7,5.9,5.9,5.8
1976,6.0,5.8,5.8,6.1,5.8,5.4,5.8
2014,8.2,5.7,8.4,8.4,8.4,5.9,8.4
1966,6.0,5.8,6.0,5.9,5.9,5.9,5.800000000000007
1954,5.6,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2019,6.0,5.5,6.6,6.6,6.3,5.9,6.3
1990,5.7,5.7,4.9,5.6,5.3,5.0,6.2
2003,4.2,5.5,3.3,4.6,3.3,5.3,3.3
2012,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
2002,6.0,6.8,5.6,5.1,6.0,6.3,5.6
1934,6.0,5.8,5.8,5.9,5.9,5.9,5.799999999999836
1984,5.5,6.0,6.2,5.4,5.5,6.0,5.7
2007,5.7,5.8,5.9,6.1,5.5,5.8,5.799999999999998
2019,6.1,5.3,5.7,5.2,5.2,5.2,5.2
1988,5.3,5.8,5.8,5.8,5.8,5.8,5.799999999999998
2000,5.4,5.7,5.4,3.8,4.1,5.4,3.8
2019,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999836
1980,5.6,5.9,6.1,6.6,5.8,6.1,6.4
1973,5.6,5.8,5.8,5.8,5.8,5.9,5.799999999999836
